Company,Funding Round,Amount,Date,RupeesAmount
India Grid Trust,Post-IPO Equity,"₹6,700,000,000","Dec 9, 2023",6700000000
Endimension,Non-equity Assistance,—,"Dec 8, 2023",0
Goodmeetings,Non-equity Assistance,—,"Dec 8, 2023",0
immunitoAI,Non-equity Assistance,—,"Dec 8, 2023",0
UpGrad,Venture - Series Unknown,"$120,000,000","Apr 26, 2021",9000000000
Max Life insurance,Corporate Round,"₹16,120,000,000","Aug 11, 2023",16120000000
DhiWise,Non-equity Assistance,—,"Dec 8, 2023",0
ACME Cleantech Solutions Private Ltd,Debt Financing,"₹40,000,000,000","Jul 22, 2023",40000000000
rehook.ai (YC W22),Pre-Seed,"$1,900,000","Apr 1, 2022",142500000
Postcard Travel Stories,Angel,—,"Jan 1, 2022",0
Ashv Finance,Series D,"$3,500,000","Jan 1, 2018",262500000
NautiNati,Corporate Round,—,"Dec 5, 2023",0
Capillary Technologies,Series D,"$40,000,000","Jun 1, 2023",3000000000
Dobiee Foods,Seed,"₹7,200,000","Jan 21, 2023",7200000
Growfitter,Seed,"$100,000","Aug 31, 2023",7500000
Gro Club,Seed,"₹43,000,000","Jun 15, 2023",43000000
GreenPod Labs,Non-equity Assistance,—,"Sep 25, 2023",0
LineupX,Seed,—,"Jan 1, 2022",0
Intelisa,Seed,"$210,000","May 17, 2020",15750000
ESpotz,Seed,—,"Jan 1, 2023",0
Vastu Housing Finance,Secondary Market,"₹2,500,000,000","Oct 19, 2023",2500000000
NOTO,Seed,"$2,000,000","Mar 17, 2023",150000000
SoupX,Debt Financing,"₹2,500,000","Jan 5, 2023",2500000
Meolaa,Pre-Seed,"$165,000","Apr 18, 2023",12375000
Milesmate,Seed,—,"Jan 1, 2021",0
Drishta,Seed,—,"Jan 1, 2021",0
Qbit Supply Chain,Seed,—,"Jan 1, 2021",0
SoupX,Seed,"₹5,000,000","Jan 5, 2023",5000000
HoneyVeda,Seed,"₹5,000,000","Feb 1, 2023",5000000
GROWiT,Debt Financing,"₹5,000,000","Feb 26, 2023",5000000
Indian Institute of Technology Madras,Grant,"$1,000,000","Dec 20, 2022",75000000
HoneyVeda,Debt Financing,"₹2,500,000","Feb 1, 2023",2500000
WAAYU,Seed,—,"May 10, 2023",0
Wellbeing Nutrition,Grant,"$100,000","Aug 16, 2021",7500000
Rite Water Solutions,Venture - Series Unknown,"₹650,000,000","Oct 16, 2023",650000000
Slurrp Farm,Grant,"$100,000","Aug 16, 2021",7500000
Orange Health Labs,Seed,"$125,000","Aug 24, 2020",9375000
CaratLane,Secondary Market,"₹46,210,000,000","Aug 23, 2023",46210000000
Sirona Hygiene,Grant,"$100,000","Aug 16, 2021",7500000
Green Grahi,Pre-Seed,—,"Jul 12, 2023",0
Gokaldas Exports,Post-IPO Equity,—,"Oct 13, 2023",0
Grapevine,Seed,"₹213,600,000","Oct 16, 2023",213600000
HighXP,Seed,"₹181,000,000","Jun 13, 2023",181000000
AndesInfra Solutions,Seed,"₹85,000,000","Jul 12, 2023",85000000
Imagimake,Venture - Series Unknown,"₹200,000,000","Oct 14, 2023",200000000
K-12 Techno Services,Venture - Series Unknown,—,"Sep 14, 2023",0
Algo Engines,Non-equity Assistance,—,"Jan 1, 2023",0
Cercle X,Seed,—,"Dec 1, 2023",0
LoveLocal (formerly m.Paani),Series B,"₹1,430,000,000","Oct 28, 2021",1430000000
Transform Rural India Foundation,Grant,"$1,200,000","Nov 30, 2023",90000000
Akasa Labs,Non-equity Assistance,—,"Jan 1, 2023",0
Scapia,Seed,"₹740,000,000","Jun 28, 2023",740000000
1Mobility,Non-equity Assistance,—,"Jan 1, 2023",0
Zippee,Venture - Series Unknown,"$1,600,000","Jun 28, 2023",120000000
Edurupt,Seed,"$250,000","Aug 23, 2022",18750000
ShipGlobal.in,Seed,"₹20,800,000","Nov 30, 2023",20800000
Phree,Pre-Seed,—,"Feb 9, 2024",0
THDC India,Debt Financing,"₹7,630,000,000","Sep 11, 2023",7630000000
Tilt,Pre-Seed,—,"Feb 9, 2024",0
GMM Pfaudler,Post-IPO Secondary,—,"Aug 18, 2023",0
String Metaverse,Venture - Series Unknown,"₹100,000,000","Nov 26, 2023",100000000
Everest Fleet,Corporate Round,"$20,000,000","Jun 14, 2023",1500000000
Crypto Corsairs,Grant,—,"May 30, 2023",0
zerotouch,Non-equity Assistance,—,"Oct 4, 2023",0
Nawgati,Seed,—,"Oct 11, 2023",0
Breathe ESG,Non-equity Assistance,—,"Oct 4, 2023",0
EarthFokus,Non-equity Assistance,—,"Oct 4, 2023",0
BluSmart Mobility,Series A,"$37,000,000","May 4, 2023",2775000000
Course5 Intelligence,Private Equity,"$53,000,000","May 18, 2023",3975000000
LLMate,Pre-Seed,"$271,170","Jun 30, 2021",20337750
Sohamm Snacks,Angel,"₹5,000,000","Nov 20, 2023",5000000
Ezerx Health Tech,Corporate Round,"₹286,900,000","Oct 5, 2023",286900000
Openhaus,Non-equity Assistance,—,"Oct 4, 2023",0
FlyLab Solutions Private Limited,Pre-Seed,"₹3,000,000","Dec 1, 2023",3000000
AGATSA,Corporate Round,"₹40,000,000","Oct 5, 2023",40000000
Qonect,Non-equity Assistance,—,"Jul 26, 2023",0
Kinderpass,Seed,—,"Jan 1, 2018",0
Sohamm Snacks,Debt Financing,"₹5,000,000","Nov 20, 2023",5000000
DusMinute,Convertible Note,"₹115,000,000","Jul 20, 2023",115000000
Toolsvilla,Seed,—,"Jan 5, 2024",0
Twyn,Non-equity Assistance,—,"Nov 21, 2023",0
Furry Feedz,Angel,"₹3,500,000","Nov 20, 2023",3500000
Yeppar - Augmented Reality,Non-equity Assistance,—,"Nov 21, 2023",0
RCMH Card,Pre-Seed,—,"Nov 15, 2023",0
SmartDukaan,Seed,"$10,000,000","Jul 10, 2023",750000000
Nexxio Technologies,Pre-Seed,"₹30,000,000","Aug 1, 2023",30000000
Sheru,Non-equity Assistance,—,"Aug 11, 2022",0
Hanto,Debt Financing,—,"Nov 20, 2023",0
Techjockey,Venture - Series Unknown,—,"Feb 2, 2024",0
The Yarn Bazaar,Seed,"₹150,000,000","Jun 19, 2023",150000000
CESC,Post-IPO Debt,"₹3,000,000,000","Oct 5, 2023",3000000000
GangaGen,Grant,"$2,100,000","Aug 17, 2023",157500000
Varthana,Debt Financing,"$2,500,000","Sep 1, 2023",187500000
FreightFox,Seed,"₹49,000,000","Oct 4, 2023",49000000
Rubick.ai,Funding Round,"₹200,000,000","Jun 6, 2022",200000000
Jugyah,Seed,—,"Nov 3, 2023",0
Kofluence,Private Equity,—,"Jan 17, 2024",0
Craftsman Automation,Venture - Series Unknown,"₹850,000,000","Aug 1, 2012",850000000
Sitesoda Web Solution,Debt Financing,"₹2,500,000","Feb 3, 2023",2500000
Mswipe Technologies,Venture - Series Unknown,"$20,000,000","Feb 27, 2024",1500000000
Ghost Kitchens,Series A,"₹410,000,000","Feb 22, 2024",410000000
IndicWisdom,Seed,"₹40,000,000","Feb 22, 2024",40000000
AutoVRse,Seed,"₹166,000,000","Feb 20, 2024",166000000
Beautywise,Seed,"₹65,000,000","Feb 26, 2024",65000000
InSolare,Venture - Series Unknown,"₹660,000,000","Feb 26, 2024",660000000
Cult.fit,Series F,"₹845,000,000","Feb 26, 2024",845000000
Shadowfax,Series E,"$100,000,000","Feb 27, 2024",7500000000
Zeno Health,Series C,"$25,000,000","Feb 26, 2024",1875000000
Samarth Life Management,Venture - Series Unknown,"₹120,000,000","Feb 21, 2024",120000000
Yulu,Series B,"₹1,600,000,000","Feb 23, 2024",1600000000
Farm Theory,Seed,"₹120,000,000","Feb 27, 2024",120000000
Bandhoo,Seed,"₹73,500,000","Feb 29, 2024",73500000
Varaha,Series A,"$8,700,000","Feb 21, 2024",652500000
Zvolv,Venture - Series Unknown,"₹160,000,000","Feb 28, 2024",160000000
Auxilo,Debt Financing,"₹500,000,000","Dec 31, 2023",500000000
Trust Fintech,Funding Round,"₹54,200,000","Feb 23, 2024",54200000
Walko,Venture - Series Unknown,"₹1,658,000,000","Feb 21, 2024",1658000000
SBL Energy,Venture - Series Unknown,"₹3,250,000,000","Feb 24, 2024",3250000000
Nurturev,Pre-Seed,"$1,000,000","Feb 28, 2024",75000000
IBSFINtech,Seed,"$1,500,000","Feb 27, 2024",112500000
Vidyut,Series A,"$10,000,000","Feb 13, 2024",750000000
RentoMojo,Series D,"₹2,100,000,000","Feb 21, 2024",2100000000
Mokobara,Series B,"₹1,000,000,000","Feb 26, 2024",1000000000
VVDN Technologies,Venture - Series Unknown,—,"Feb 19, 2024",0
Samunnati,Debt Financing,"₹750,000,000","Feb 21, 2024",750000000
Capillary Technologies,Secondary Market,"$95,000,000","Feb 27, 2024",7125000000
Supertails,Series B,"₹1,250,000,000","Feb 13, 2024",1250000000
Basil,Seed,"₹36,000,000","Feb 19, 2024",36000000
ReFit Global,Angel,"₹20,000,000","Feb 21, 2024",20000000
Pure EV,Series A,"₹660,000,000","Feb 19, 2024",660000000
Ghost Kitchens,Debt Financing,—,"Feb 22, 2024",0
Veera,Seed,"$6,000,000","Feb 15, 2024",450000000
Shadowfax,Secondary Market,—,"Feb 27, 2024",0
SpaceFields,Seed,"₹65,000,000","Feb 26, 2024",65000000
River,Series B,"₹40,000,000","Feb 6, 2024",40000000
Yulu,Debt Financing,"IDR250,000,000","Jan 13, 2024",18750000000
Flytant,Seed,—,"Feb 21, 2024",0
Yes Madam,Funding Round,"₹1,500,000","Feb 16, 2024",1500000
Torrent Power Limited,Post-IPO Debt,"₹7,000,000,000","Feb 28, 2024",7000000000
Virohan,Series B,"$1,800,000","Feb 21, 2024",135000000
eFeed,Seed,"₹10,000,000","Feb 21, 2024",10000000
Dvara KGFS,Debt Financing,"$27,000,000","Feb 21, 2024",2025000000
Paisalo Digital,Post-IPO Equity,"₹2,000,000,000","Feb 27, 2024",2000000000
Starbuzz.ai,Seed,"₹41,500,000","Feb 22, 2024",41500000
Arcatron Mobility,Venture - Series Unknown,—,"Feb 15, 2024",0
Captain Fresh,Series C,"₹2,080,000,000","Jan 3, 2024",2080000000
Capillary Technologies,Series D,"$6,000,000","Feb 27, 2024",450000000
RevFin,Series B,"₹1,150,000,000","Dec 26, 2023",1150000000
Biggies Burger,Seed,—,"Feb 26, 2024",0
Vidyut,Debt Financing,—,"Feb 20, 2024",0
Ayekart Fintech,Series A,"₹530,000,000","Feb 15, 2024",530000000
Metalbook,Series A,"₹1,250,000,000","Feb 15, 2024",1250000000
Push Sports,Seed,"₹8,000,000","Feb 19, 2024",8000000
OTO Capital,Venture - Series Unknown,"₹830,000,000","Feb 6, 2024",830000000
Chefling,Angel,"₹4,000,000","Feb 20, 2024",4000000
SpiceJet Limited,Post-IPO Equity,"₹7,440,000,000","Jan 25, 2024",7440000000
NEPRA Resource Management,Secondary Market,—,"Feb 22, 2024",0
RailYatri,Series C,"₹245,800,000","Feb 19, 2024",245800000
Noccarc,Seed,"₹166,000,000","Feb 13, 2024",166000000
Alt Mobility,Series A,"₹500,000,000","Jan 18, 2024",500000000
PocketATM,Pre-Seed,"$400,000","Feb 13, 2024",30000000
Oopar.Club,Pre-Seed,"₹5,000,000","Feb 21, 2024",5000000
Induced AI,Seed,"$2,300,000","Oct 3, 2023",172500000
Beyoung,Venture - Series Unknown,—,"Feb 19, 2024",0
Segwise,Pre-Seed,"₹133,000,000","Feb 14, 2024",133000000
Khyaal,Seed,"$4,200,000","Feb 6, 2024",315000000
FOIP,Funding Round,"₹230,000,000","Feb 23, 2024",230000000
Neodocs,Seed,"₹166,000,000","Feb 8, 2024",166000000
mirrAR,Seed,"₹130,000,000","Nov 6, 2023",130000000
Wildfloc Adventures,Seed,—,"Feb 22, 2024",0
Digantara,Series A,"₹155,400,000","Feb 27, 2024",155400000
Fasal,Series A,"₹1,000,000,000","Dec 22, 2023",1000000000
Zomato,Post-IPO Secondary,"₹33,360,000,000","Nov 28, 2023",33360000000
Myna Mahila Foundation,Grant,"$100,000","Jul 9, 2023",7500000
Pratech Brands,Seed,"₹366,200,000","Feb 19, 2024",366200000
Grip Invest,Series B,"₹700,000,000","Jan 9, 2024",700000000
AmberStudent,Debt Financing,"$2,500,000","Feb 12, 2024",187500000
Stan,Seed,"₹220,000,000","Jan 23, 2024",220000000
Crux,Seed,"₹220,000,000","Feb 8, 2024",220000000
HyugaLife,Seed,"₹83,000,000","Jan 3, 2024",83000000
Scandalous Foods,Pre-Seed,"₹14,000,000","Feb 14, 2024",14000000
RailYatri,Debt Financing,"₹140,000,000","Feb 19, 2024",140000000
JSW Infrastructure,Funding Round,"₹12,600,000,000","Sep 22, 2023",12600000000
Krutrim,Series A,"$50,000,000","Jan 26, 2024",3750000000
Kushal's,Secondary Market,—,"Feb 28, 2024",0
Kushal's,Series B,"₹2,840,000,000","Feb 28, 2024",2840000000
BigHaat,Series C,"₹695,000,000","Feb 7, 2024",695000000
Settl.,Seed,"₹100,000,000","Jan 2, 2024",100000000
Toffee Coffee Roasters,Funding Round,"₹3,500,000","Feb 20, 2024",3500000
Burger Singh,Series B,—,"Dec 14, 2023",0
Airblack,Series B,"₹330,000,000","Dec 7, 2023",330000000
Confidence Group,Post-IPO Equity,"₹2,500,000,000","Feb 19, 2024",2500000000
Mokobara,Series A,"₹290,000,000","Oct 19, 2023",290000000
SWIRL,Seed,"₹91,000,000","Feb 6, 2024",91000000
Dream Sports,Secondary Market,"$400,000,000","Mar 24, 2021",30000000000
VRO Hospitality,Venture - Series Unknown,"$10,000,000","Jan 2, 2024",750000000
DevX,Venture - Series Unknown,"₹580,000,000","Feb 5, 2024",580000000
Vegrow,Series C,"$46,000,000","Dec 13, 2023",3450000000
Auxilo,Venture - Series Unknown,"₹4,700,000,000","Jul 25, 2023",4700000000
Serentica Renewables,Debt Financing,"₹35,000,000,000","Jan 8, 2024",35000000000
Aye Finance,Series F,"₹3,100,000,000","Dec 13, 2023",3100000000
Tork Motors,Venture - Series Unknown,"₹500,000,000","Feb 13, 2024",500000000
Lohum,Series B,"$23,000,000","Feb 9, 2024",1725000000
SportVot,Seed,"₹94,000,000","Feb 5, 2024",94000000
Metafin,Series A,"₹420,000,000","Feb 7, 2024",420000000
Captain Fresh,Series C,"$20,000,000","Sep 5, 2023",1500000000
EquityList,Seed,"$2,200,000","Sep 18, 2023",165000000
BluSmart Mobility,Venture - Series Unknown,"₹2,080,000,000","Jan 29, 2024",2080000000
Glamplus,Seed,"₹165,000,000","Jan 9, 2024",165000000
Proost69,Seed,"₹250,000,000","Oct 25, 2023",250000000
Cello,Funding Round,"₹5,670,000,000","Oct 27, 2023",5670000000
SK Finance,Private Equity,"₹13,280,000,000","Jan 23, 2024",13280000000
Udaan,Series E,"$340,000,000","Dec 14, 2023",25500000000
Onsurity,Series B,"$24,000,000","Oct 9, 2023",1800000000
Exponent Energy,Series B,"$26,400,000","Dec 14, 2023",1980000000
QuID Cash,Pre-Seed,"₹50,000,000","Feb 19, 2024",50000000
Stackr Labs,Seed,"₹458,000,000","Nov 8, 2023",458000000
ELIVAAS,Seed,"₹208,000,000","Nov 27, 2023",208000000
Scrut Automation,Series A,"₹750,000,000","Feb 14, 2024",750000000
Clinikally,Seed,"$2,600,000","Sep 29, 2023",195000000
InCred,Series D,"₹5,000,000,000","Nov 9, 2023",5000000000
kitchens@,Series C,"$65,000,000","Dec 22, 2023",4875000000
ANAROCK,Private Equity,"₹2,000,000,000","Feb 5, 2024",2000000000
Papa Pawsome,Seed,"₹33,500,000","Feb 5, 2024",33500000
AstroTalk,Series A,"₹1,630,000,000","Feb 6, 2024",1630000000
ConveGenius,Series A,"₹580,000,000","Jan 11, 2024",580000000
Scandalous Foods,Pre-Seed,"₹16,000,000","Dec 4, 2023",16000000
Ivory,Seed,"$500,000","Feb 8, 2024",37500000
Wiz Freight,Series B,"₹933,000,000","Jan 4, 2024",933000000
MakeO,Series D,"₹1,350,000,000","Jan 9, 2024",1350000000
Finhaat,Seed,"₹250,000,000","Dec 20, 2023",250000000
DigitalPaani,Seed,"$1,200,000","Dec 7, 2023",90000000
Mufin Green Finance,Post-IPO Equity,"₹1,400,000,000","Feb 2, 2024",1400000000
Zepto,Series E,"$200,000,000","Aug 25, 2023",15000000000
Fixerra,Seed,"₹140,000,000","Jan 24, 2024",140000000
AmberStudent,Private Equity,"$18,500,000","Feb 12, 2024",1387500000
Offline,Seed,"$2,000,000","Sep 19, 2023",150000000
ONGC Videsh,Debt Financing,"₹34,000,000,000","Jan 18, 2024",34000000000
EMotorad,Series B,"₹1,440,000,000","Nov 26, 2023",1440000000
Perfios Software Solutions,Series D,"$229,000,000","Sep 11, 2023",17175000000
INDRA,Series A,"$4,000,000","Jan 18, 2024",300000000
UrjanovaC,Pre-Seed,—,"Feb 22, 2024",0
Conscious Chemist,Debt Financing,"₹10,000,000","Feb 13, 2024",10000000
Wow! Momo,Series D,"₹4,100,000,000","Jan 16, 2024",4100000000
BluSmart Mobility,Series A,"₹2,000,000,000","Dec 21, 2023",2000000000
Rite Water Solutions,Series B,"₹325,000,000","Feb 10, 2024",325000000
Torus Robotics,Seed,"$470,000","Feb 7, 2024",35250000
Salty,Seed,"₹54,000,000","Jan 11, 2024",54000000
P-TAL,Seed,"₹43,300,000","Oct 16, 2023",43300000
Accio Robotics,Seed,"₹150,000,000","Jan 9, 2024",150000000
Aquaconnect,Series B,"₹330,000,000","Jan 31, 2024",330000000
IDC KITCHEN,Debt Financing,"₹15,000,000","Feb 15, 2024",15000000
Dressfolk,Seed,"₹33,000,000","Oct 5, 2023",33000000
HouseEazy,Seed,"₹80,000,000","Dec 19, 2023",80000000
Crepdog Crew,Seed,—,"Jan 11, 2023",0
Blue Jet Healthcare,Private Equity,"₹2,520,000,000","Oct 23, 2023",2520000000
AgroMorph,Seed,—,"Feb 22, 2024",0
CENTA,Venture - Series Unknown,"₹83,000,000","Nov 16, 2023",83000000
Susstains,Seed,—,"Feb 22, 2024",0
FinAGG,Series A,"₹914,000,000","Jan 18, 2024",914000000
Happi Planet,Seed,"₹84,700,000","Feb 13, 2024",84700000
Zaggle,Funding Round,"₹2,535,200,000","Sep 13, 2023",2535200000
BuyEazzy,Series A,"$4,250,000","Jan 18, 2024",318750000
Baaz Bikes,Series A,"$8,000,000","Nov 21, 2023",600000000
EloElo,Series B,"$22,000,000","Sep 20, 2023",1650000000
JEH Aerospace,Seed,"₹210,000,000","Jan 18, 2024",210000000
Scapia,Series A,"₹1,900,000,000","Nov 21, 2023",1900000000
Raptee Energy,Seed,"$3,000,000","Sep 26, 2023",225000000
Breathe ESG,Pre-Seed,"₹26,100,000","Jun 24, 2023",26100000
InsuranceDekho,Series B,"$60,000,000","Oct 10, 2023",4500000000
FlexifyMe,Seed,"₹100,000,000","Jan 10, 2024",100000000
VoiceClub,Seed,"$700,000","Dec 6, 2023",52500000
Redrob,Seed,"$4,000,000","Dec 19, 2023",300000000
Weisdom FutureTech,Non-equity Assistance,—,"Sep 5, 2023",0
SquadStack,Non-equity Assistance,—,"Sep 5, 2023",0
Perfora,Grant,"$100,000","Feb 15, 2024",7500000
Farmley,Series B,"₹560,000,000","Dec 17, 2023",560000000
GeoIQ.io,Non-equity Assistance,—,"Sep 5, 2023",0
Iluvia,Series A,—,"Feb 15, 2024",0
ConveGenius,Series A,"₹150,000,000","Feb 9, 2024",150000000
Agnikul,Series B,"₹2,000,000,000","Oct 17, 2023",2000000000
PlasmaGen Biosciences,Venture - Series Unknown,"₹2,250,000,000","Dec 14, 2023",2250000000
Aliste Technologies,Seed,"₹83,000,000","Dec 12, 2023",83000000
ESCROWPAY,Series A,"$6,600,000","Dec 27, 2023",495000000
Yatra,Post-IPO Equity,"₹3,487,500,000","Sep 14, 2023",3487500000
Bharat Housing Network,Series A,"₹1,250,000,000","Nov 9, 2023",1250000000
Terra Food Co.,Seed,"$800,000","Jul 28, 2023",60000000
Kiwi,Series A,"₹1,080,000,000","Nov 21, 2023",1080000000
Gabit,Seed,"$9,500,000","Jan 1, 2023",712500000
Blue Star,Post-IPO Equity,"₹10,000,000,000","Sep 29, 2023",10000000000
Nazara Technologies,Post-IPO Equity,"₹2,500,000,000","Jan 17, 2024",2500000000
Medial,Pre-Seed,"$120,000","Jan 17, 2024",9000000
InPrime Finserv,Series A,"$3,000,000","Jan 16, 2024",225000000
Pilgrim,Series B,"$13,000,000","Sep 26, 2023",975000000
Setu Nutrition,Funding Round,—,"Oct 25, 2023",0
Flash.co,Seed,"₹550,000,000","Sep 18, 2023",550000000
Showroom B2B,Seed,"$6,500,000","Oct 19, 2023",487500000
KisanKonnect,Seed,"₹310,000,000","Jan 15, 2024",310000000
Ascend Capital,Series A,"₹500,000,000","Feb 13, 2024",500000000
NeuroPixel.AI,Non-equity Assistance,—,"Sep 5, 2023",0
Keus,Private Equity,"₹1,000,000,000","Feb 5, 2024",1000000000
Vaaree,Seed,"$4,000,000","Nov 7, 2023",300000000
Zolve,Debt Financing,"$100,000,000","Oct 11, 2023",7500000000
Reliance Jio,Private Equity,"$4,618,000,000","May 8, 2020",346350000000
Wishlink,Series A,"$7,000,000","Feb 5, 2024",525000000
Sugar.fit,Series A,"₹910,000,000","Oct 31, 2023",910000000
SAMHI Hotels,Funding Round,"₹6,165,400,000","Sep 13, 2023",6165400000
Sarvam AI,Series A,"₹3,420,000,000","Dec 7, 2023",3420000000
Blackopal Group,Debt Financing,"₹250,000,000","Jan 30, 2024",250000000
Knocksense,Seed,"$1,000,000","Apr 19, 2023",75000000
boAt,Funding Round,—,"Feb 1, 2024",0
Grow Indigo,Venture - Series Unknown,"₹670,000,000","Jan 27, 2024",670000000
DevDham,Seed,"₹60,000,000","Jan 3, 2024",60000000
BluSmart Mobility,Debt Financing,"£200,000,000","Jan 29, 2024",0
Religare,Post-IPO Equity,"₹3,088,000,000","Jan 24, 2024",3088000000
ZappFresh,Venture - Series Unknown,"₹300,000,000","Nov 23, 2023",300000000
Fairdeal Market,Seed,"$2,000,000","Sep 29, 2023",150000000
Inoxwind,Secondary Market,"₹8,000,000,000","Oct 31, 2023",8000000000
Newme,Seed,"₹450,000,000","Jan 25, 2024",450000000
FlexiLoans,Debt Financing,"₹600,000,000","Feb 16, 2024",600000000
SuperOps.ai,Series B,"₹1,030,000,000","Oct 10, 2023",1030000000
Pep,Seed,"$2,500,000","Oct 9, 2023",187500000
PolicyBazaar,Post-IPO Secondary,"₹8,710,000,000","Oct 6, 2023",8710000000
Optimizers,Seed,—,"Jan 30, 2024",0
Alt Carbon,Pre-Seed,"$550,000","Dec 20, 2023",41250000
AquaExchange,Series A,"$6,000,000","Jan 19, 2024",450000000
Garuda Aerospace,Series A,"₹250,000,000","Oct 25, 2023",250000000
AltUni,Angel,"₹41,500,000","Sep 25, 2023",41500000
Zingavita,Seed,"₹100,000,000","Jan 16, 2024",100000000
Bharatsure,Seed,"₹83,000,000","Jan 18, 2024",83000000
Frendy,Venture - Series Unknown,"₹160,000,000","Nov 27, 2023",160000000
BatX Energies,Seed,"$5,000,000","Dec 19, 2023",375000000
RateGain,Post-IPO Equity,"₹6,000,000,000","Nov 20, 2023",6000000000
Jiraaf,Series B,"$8,700,000","Oct 12, 2023",652500000
PierSight Space,Seed,"$5,324,999","Jan 9, 2024",399374925
Sai Silks (Kalamandir),Funding Round,"₹3,600,000,000","Sep 18, 2023",3600000000
Karkhana.io,Series A,"$6,300,000","Jan 9, 2024",472500000
MyMuse India,Seed,"₹224,000,000","Jan 9, 2024",224000000
Koparo Clean,Seed,"₹59,000,000","Feb 7, 2024",59000000
Pratech Brands,Debt Financing,"₹155,000,000","Feb 19, 2024",155000000
Fittr,Venture - Series Unknown,"₹280,000,000","Jan 8, 2024",280000000
Euler Motors,Series C,"₹1,200,000,000","Nov 6, 2023",1200000000
Cashinvoice,Series A,"₹282,000,000","Feb 7, 2024",282000000
EtherealX,Seed,—,"Feb 5, 2024",0
ofScale,Pre-Seed,"₹31,000,000","Dec 13, 2023",31000000
Disprz,Series C,"$30,000,000","Aug 7, 2023",2250000000
Suzhiyam Industrial Machines,Grant,"$25,000","Feb 20, 2024",1875000
VAMA,Seed,"₹125,000,000","Nov 21, 2023",125000000
General Autonomy,Seed,"$3,000,000","Nov 13, 2023",225000000
CureBay,Series A,"₹618,000,000","Jan 5, 2024",618000000
ClearTrust,Seed,"₹157,000,000","Jan 29, 2024",157000000
Cashvisory,Pre-Seed,"₹12,000,000","Dec 29, 2023",12000000
Electrifi Mobility,Seed,"₹250,000,000","Jan 30, 2024",250000000
ClearTrust,Seed,"$200,000","Jan 1, 2021",15000000
Third Wave Coffee,Series C,"$35,000,000","Sep 28, 2023",2625000000
INC5,Series A,"₹830,000,000","Oct 25, 2023",830000000
Ecofy,Debt Financing,"₹900,000,000","Jan 24, 2024",900000000
Biryani By Kilo,Series C,"₹720,000,000","Dec 4, 2023",720000000
Natch,Seed,"₹30,000,000","Nov 9, 2023",30000000
Kuku FM,Series C,"$25,000,000","Sep 20, 2023",1875000000
OnFinance AI,Seed,"$1,050,000","Nov 7, 2023",78750000
Phi Commerce Pvt Ltd,Series A,"₹830,000,000","Nov 28, 2023",830000000
Namdev Finvest,Series B,"₹1,240,000,000","Jan 22, 2024",1240000000
Mirana Toys,Grant,"$100,000","Feb 15, 2024",7500000
FreshBus,Seed,"₹75,000,000","Oct 31, 2023",75000000
GlobalBees,Debt Financing,"₹1,500,000,000","Feb 6, 2024",1500000000
Upswing Financial Technologies,Seed,"$4,200,000","Jan 17, 2024",315000000
Noise,Series A,"₹829,000,000","Dec 18, 2023",829000000
OxyZEN Express,Seed,"₹250,000,000","Dec 22, 2023",250000000
FinAGG,Debt Financing,—,"Jan 18, 2024",0
Clove Dental,Series E,"₹4,170,000,000","Nov 23, 2023",4170000000
Innovist,Series A,"$7,000,000","Nov 28, 2023",525000000
Zepto,Series E,"$31,250,000","Nov 8, 2023",2343750000
Monitra Healthcare,Seed,"$500,000","Jun 5, 2023",37500000
Bharatsure,Seed,"$1,200,000","Feb 1, 2022",90000000
Vgenomics,Seed,—,"Jan 16, 2024",0
Updater Services,Funding Round,"₹2,880,000,000","Sep 22, 2023",2880000000
Yu Foodlabs,Series A,"₹200,000,000","Feb 12, 2024",200000000
Ola Electric,Debt Financing,"$240,000,000","Oct 26, 2023",18000000000
The baker’s dozen,Seed,"₹330,000,000","Jan 11, 2024",330000000
Evify,Seed,"$1,300,000","Jan 10, 2024",97500000
Axis Bank,Post-IPO Secondary,"₹37,000,000,000","Dec 13, 2023",37000000000
Purple Style Labs,Series D,"₹666,000,000","Nov 20, 2023",666000000
Riskcovry,Venture - Series Unknown,"₹373,000,000","Jan 8, 2024",373000000
Mylapay,Seed,"₹46,000,000","Jan 10, 2024",46000000
Tap Invest,Seed,"$2,000,000","Oct 18, 2023",150000000
Nazara Technologies,Post-IPO Equity,"₹5,100,000,000","Aug 30, 2023",5100000000
Madsto,Seed,—,"Oct 19, 2023",0
Bakingo,Private Equity,"$16,000,000","Nov 10, 2023",1200000000
Piscium Health Sciences,Series A,"₹60,000,000","Feb 7, 2024",60000000
SatSure,Series A,"$15,000,000","Aug 29, 2023",1125000000
HyugaLife,Debt Financing,—,"Jan 3, 2024",0
Nephrocare India,Venture - Series Unknown,"₹80,800,000","Dec 29, 2023",80800000
Mom's Home,Seed,"₹50,000,000","Jan 29, 2024",50000000
Motisons Group,Funding Round,"₹330,000,000","Oct 23, 2023",330000000
GoMechanic,Series C,"₹500,000,000","Nov 8, 2023",500000000
Plus,Seed,"₹29,000,000","Aug 17, 2023",29000000
FroGo,Seed,"$1,150,000","Nov 2, 2023",86250000
Autocracy Machinery,Seed,"$1,200,000","Sep 25, 2023",90000000
Ugees,Pre-Seed,—,"Dec 21, 2023",0
Woovly Shop Socially,Venture - Series Unknown,—,"Nov 27, 2023",0
