Company,Funding Round,Amount,Date,RupeesAmount
CENTA,Venture - Series Unknown,—,"Jan 1, 2020",0
Lentra,Series B,"$27,000,000","Apr 24, 2023",2025000000
Mahila Money,Seed,—,"Jan 1, 2023",0
IIFL Finance,Post-IPO Debt,"$50,000,000","Jul 16, 2023",3750000000
Ogive Technology,Non-equity Assistance,—,"Jan 1, 2021",0
Lentra,Series A,"$11,700,000","Nov 21, 2019",877500000
Kaar Technologies,Venture - Series Unknown,"₹2,400,000,000","Jun 26, 2023",2400000000
Atomberg Technology,Series C,"$86,000,000","May 29, 2023",6450000000
KisanKonnect,Angel,—,"May 30, 2023",0
Rubick.ai,Seed,"₹45,000,000","Aug 18, 2020",45000000
LetsTransport,Venture - Series Unknown,"$25,000,000","Jul 14, 2023",1875000000
DealShare,Series E,"$210,000,000","Jan 27, 2022",15750000000
Lattice Innovations,Seed,—,"Jan 1, 2016",0
IntoTheVerse,Seed,—,"Jan 1, 2023",0
Fly91,Private Equity,"₹2,000,000,000","Jan 9, 2023",2000000000
House Technologies,Pre-Seed,"₹750,000","Jan 1, 2023",750000
Borosil Renewables,Post-IPO Equity,"₹2,000,000,000","Dec 18, 2020",2000000000
Maxivision Super Speciality Eye Hospitals,Private Equity,"₹6,000,000,000","Jul 12, 2023",6000000000
ZERON,Pre-Seed,"$150,000","Apr 13, 2023",11250000
Shiprocket,Series C,"$13,000,000","May 11, 2020",975000000
Cygni Energy,Seed,"₹100,000,000","Jun 24, 2016",100000000
Newme,Pre-Seed,—,"Jun 1, 2022",0
Darwinbox,Venture - Series Unknown,—,"Jan 27, 2021",0
Chalo,Series D,"$45,000,000","May 22, 2023",3375000000
WEICL Investments,Private Equity,—,"Mar 5, 2014",0
Alpha Fortress Private Limited,Seed,—,"Dec 1, 2021",0
Muse Diagnostics,Pre-Seed,—,"Jun 26, 2020",0
Adani Enterprises,Post-IPO Debt,"₹12,500,000,000","Jul 11, 2023",12500000000
Ticket 9,Pre-Seed,"$120,000","May 24, 2023",9000000
Cogoport,Series B,"$50,000,000","Apr 6, 2022",3750000000
WEICL Investments,Private Equity,—,"Mar 7, 2013",0
Labhya,Venture - Series Unknown,—,"Jan 1, 2020",0
INDUSaction,Venture - Series Unknown,—,"Jan 1, 2016",0
Siply Services,Seed,"$19,000,000","Jun 14, 2022",1425000000
savart,Seed,"$1,500,000","Sep 22, 2022",112500000
Fitbee,Private Equity,—,"Jan 21, 2022",0
Fitbee,Private Equity,—,"Aug 7, 2020",0
WEICL Investments,Private Equity,—,"Dec 12, 2016",0
WEICL Investments,Private Equity,—,"Mar 23, 2018",0
WEICL Investments,Private Equity,—,"Dec 18, 2017",0
Ailopeai,Seed,"$600,000","Jul 1, 2023",45000000
FreeStand Sampling,Pre-Seed,"$100,000","Dec 18, 2022",7500000
TECH AT PLAY,Seed,"₹2,500,000","Jul 19, 2023",2500000
Good Flippin Burgers,Series A,"₹328,000,000","Jun 20, 2023",328000000
ARYAV,Pre-Seed,—,"Jan 1, 2022",0
Peepul,Venture - Series Unknown,—,"Jan 1, 2020",0
GreenCell Mobility,Debt Financing,"₹30,000,000,000","Jul 24, 2023",30000000000
SUN Mobility,Venture - Series Unknown,—,"Jan 1, 2019",0
AmpIn Energy Transition (Formerly Amp Energy India),Venture - Series Unknown,"$250,000,000","May 31, 2023",18750000000
MedLink Jobs,Seed,"$550,000","Mar 6, 2023",41250000
Kirana Club,Seed,—,"Mar 10, 2023",0
PaddleBoat,Pre-Seed,—,"May 16, 2022",0
Matter,Series A,"$18,000,000","Mar 24, 2023",1350000000
Annapurna Finance,Venture - Series Unknown,"₹9,990,000","Mar 2, 2016",9990000
Qlan,Pre-Seed,"₹17,000,000","Jun 28, 2023",17000000
Rocket Learning,Venture - Series Unknown,—,"Jan 1, 2023",0
ReNew,Post-IPO Debt,"₹640,000,000,000","Jul 20, 2023",640000000000
Parcel,Pre-Seed,"$500,000","Jan 1, 2021",37500000
The/Nudge Foundation,Venture - Series Unknown,—,"Jan 1, 2018",0
Spottabl,Funding Round,—,"Jan 1, 2023",0
GangaGen,Seed,"$1,800,000","Oct 9, 2008",135000000
Lendingkart,Debt Financing,"₹2,000,000,000","Jun 27, 2023",2000000000
Instaraise,Seed,—,"Nov 27, 2021",0
Marriage Duniya ™,Grant,"₹240,000","Mar 1, 2023",240000
BluJ Aero,Seed,"$2,250,000","Jun 27, 2023",168750000
Algorithmic Biologics,Seed,—,"Jan 11, 2022",0
Thrillophilia.com,Corporate Round,"$3,000,000","Mar 2, 2022",225000000
Hopscotch,Series E,"$20,000,000","May 24, 2023",1500000000
GIVA,Secondary Market,"₹700,000,000","Jul 5, 2023",700000000
Brú Finance,Venture - Series Unknown,"$2,000,000","Mar 16, 2022",150000000
Weekly10,Seed,"$650,000","Feb 2, 2023",48750000
Vable Inc,Seed,"$1,300,000","Mar 1, 2023",97500000
StockGro,Series A,"₹2,400,000,000","Jan 20, 2022",2400000000
Veritas Finance,Private Equity,"₹10,500,000,000","Jul 5, 2023",10500000000
Vivifi India,Series A,"$3,760,000","Mar 30, 2019",282000000
SafetyKart Retail,Venture - Series Unknown,"$1,000,000","Apr 12, 2017",75000000
AgSpeak,Grant,"₹2,000,000","Apr 26, 2023",2000000
Omnivore,Venture - Series Unknown,—,"Jun 29, 2023",0
Pure EV,Venture - Series Unknown,"$35,000,000","Jul 10, 2019",2625000000
Ola Electric,Series B,"$1,000,000","Mar 12, 2020",75000000
Frigate,Seed,"$1,500,000","Jul 4, 2023",112500000
KreditBee,Series D,"₹9,799,920,000","Jan 6, 2023",9799920000
Happiest Minds Technologies,Post-IPO Equity,"₹5,000,000,000","Jul 18, 2023",5000000000
Falcon,Seed,"$2,000,000","Oct 14, 2021",150000000
Ruby's Coffee,Pre-Seed,—,"Sep 28, 2021",0
Hexo,Pre-Seed,"$250,000","Jul 6, 2023",18750000
REGRIP,Angel,—,"Jul 15, 2023",0
Lokal,Series B,"₹1,200,000,000","Apr 25, 2023",1200000000
OneBoard,Pre-Seed,"₹3,750,000","Dec 21, 2021",3750000
Connectclub,Pre-Seed,—,"Mar 31, 2022",0
Rocketium,Seed,—,"Jun 29, 2021",0
Yumlane,Seed,"$1,000,000","Aug 2, 2016",75000000
NomadGao,Pre-Seed,—,"Dec 19, 2022",0
Pura Organic Agro Tech,Private Equity,"$2,500,000","Aug 6, 2021",187500000
CoHo.in,Venture - Series Unknown,—,"Jan 1, 2019",0
IIFL Finance,Post-IPO Equity,—,"Jan 1, 2010",0
Innov8 Coworking,Angel,—,"Feb 15, 2017",0
Omnivio,Angel,"$500,000","Aug 1, 2022",37500000
Showroom B2B,Angel,"$180,000","Jan 1, 2021",13500000
Mister Veg,Seed,—,"Mar 17, 2023",0
Storyteller,Pre-Seed,"$100,000","Mar 18, 2019",7500000
Aadvik Foods,Seed,"₹1,500,000","Mar 1, 2023",1500000
Healthy Master,Seed,"₹5,000,000","Mar 7, 2023",5000000
AgriFi,Seed,"$100,000","May 3, 2023",7500000
Lil'Goodness,Debt Financing,"₹5,000,000","Mar 16, 2023",5000000
Yogabars,Series B,"₹1,750,000,000","May 5, 2023",1750000000
Little Black Book,Seed,"$150,000","Jun 2, 2015",11250000
FaunaTech,Seed,"$100,000","May 3, 2023",7500000
Start Insights,Pre-Seed,"₹5,200,000","Jan 4, 2023",5200000
Mister Veg,Seed,"$570,000","Apr 13, 2021",42750000
Lil'Goodness,Seed,"₹5,000,000","Mar 16, 2023",5000000
The Green Snack,Seed,"₹10,000,000","Feb 8, 2023",10000000
SafEarth,Seed,"₹35,000,000","Jun 21, 2023",35000000
ConveGenius,Seed,"$5,000,000","Oct 19, 2021",375000000
Wow! Momo,Series D,"₹1,250,000,000","Sep 6, 2022",1250000000
Damroo,Seed,—,"Jun 6, 2023",0
Mahindra Rise,Post-IPO Equity,—,"Jan 1, 2014",0
Kristnam Technologies,Seed,"$1,490,000","Aug 2, 2022",111750000
Tenxer Technologies,Seed,—,"Jan 1, 2019",0
Slick App,Seed,"$1,600,000","May 9, 2023",120000000
Asian Institute of Medical Sciences,Venture - Series Unknown,"$21,000,000","Feb 6, 2018",1575000000
Navadhan Capital,Pre-Seed,—,"Jan 1, 2022",0
Attron Automotive,Seed,"₹47,500,000","Jun 7, 2023",47500000
Cube Highways Trust,Post-IPO Debt,"₹10,300,000,000","Jun 29, 2023",10300000000
Chingari,Seed,—,"Nov 4, 2020",0
PolicyBoss,Series B,—,"Jun 6, 2023",0
Reliance Jio,Venture - Series Unknown,"₹7,300,000,000","Jul 12, 2020",7300000000
Fittr,Series A,"$11,500,000","Sep 23, 2021",862500000
Sheru,Seed,—,"Jan 1, 2021",0
TransBnk,Seed,"$1,000,000","Jun 20, 2023",75000000
Ola,Seed,—,"Jan 13, 2012",0
Veritas Finance,Debt Financing,"₹550,000,000","Apr 6, 2018",550000000
Tata Value Homes,Venture - Series Unknown,"$25,000,000","May 30, 2016",1875000000
Kodo,Seed,"₹635,000,000","May 27, 2021",635000000
Zoomcar,Series C,"$40,000,000","Feb 16, 2018",3000000000
Hero Honda Motors,Private Equity,—,"Jan 5, 2023",0
RBL Bank,Venture - Series Unknown,"$54,370,000","Aug 18, 2016",4077750000
Memesys Culture Lab,Pre-Seed,—,"Feb 1, 2023",0
Nat Habit,Pre-Seed,—,"Apr 23, 2020",0
Neend,Seed,—,"Dec 3, 2021",0
LogiPe,Seed,—,"Apr 4, 2022",0
Maya Labs,Seed,—,"Dec 3, 2020",0
Karkinos Healthcare,Series B,—,"Oct 5, 2022",0
EVINDIA,Pre-Seed,—,"Mar 1, 2022",0
Open Secret,Seed,—,"Jun 4, 2019",0
Koskii,Series A,"₹610,000,000","Jun 28, 2023",610000000
LocalWell Healthtech,Seed,—,"Jun 4, 2022",0
EQUIP9,Seed,"$650,000","Dec 1, 2022",48750000
Vyome Therapeutics,Series D,"$22,000,000","Jan 3, 2019",1650000000
Fleek,Seed,—,"Jun 13, 2023",0
Wheebox,Series A,"$5,000,000","Feb 3, 2017",375000000
Navi Technologies,Debt Financing,"₹6,000,000,000","May 12, 2022",6000000000
Coforge,Post-IPO Secondary,"₹8,870,000,000","May 2, 2023",8870000000
BillionE (BillionElectric),Seed,"$10,000,000","Jun 27, 2023",750000000
Muthoot Microfin,Private Equity,"$10,000,000","Oct 3, 2022",750000000
Enzen Global Solutions,Private Equity,"₹6,850,000,000","Jul 10, 2019",6850000000
Nestroots,Debt Financing,—,"Jul 2, 2021",0
Sukham,Pre-Seed,"₹25,000,000","Jan 21, 2023",25000000
E2E Networks,Seed,—,"Mar 11, 2010",0
ADVNCEPROTEC AUTOMATION PRIVATE LIMITED (APAPL),Pre-Seed,"$267,028","Mar 25, 2023",20027100
Kaya Skin Clinic,Post-IPO Equity,"$4,000,000","Apr 4, 2022",300000000
Khatabook,Series C,"₹7,430,000,000","Aug 24, 2021",7430000000
Sputnik Brain,Grant,—,"Nov 11, 2022",0
MeraPashu360,Venture - Series Unknown,"$5,500,000","Apr 1, 2022",412500000
IBS Software Services,Secondary Market,"$450,000,000","May 15, 2023",33750000000
MedTourEasy,Series A,"$1,500,000","Mar 3, 2023",112500000
Upswing Financial Technologies,Seed,"₹300,000,000","Feb 28, 2022",300000000
Ecom Express,Private Equity,"$250,000,000","Dec 16, 2020",18750000000
Vinculum Group,Series C,—,"Jul 25, 2023",0
GreenCell Mobility,Grant,"$5,525,000","Nov 7, 2022",414375000
Heads Up For Tails,Seed,"$1,000,000","Feb 5, 2016",75000000
Fibr- AI-native Platform for Enterprise Marketers,Seed,"$2,000,000","Jun 24, 2023",150000000
Altre,Seed,"$1,000,000","Jul 22, 2023",75000000
Quest Alliance,Grant,—,"Jul 19, 2023",0
BharatNXT,Seed,"$1,200,000","Jun 1, 2023",90000000
Kashware,Pre-Seed,—,"Jan 1, 2021",0
F45 Training,Seed,—,"Jan 1, 2021",0
"WTF : Fitness, Diet and Smart Gyms",Angel,"$120,000","Mar 15, 2023",9000000
2070 Health,Seed,"$30,000,000","Jun 7, 2023",2250000000
Recur Club,Seed,—,"Jan 1, 2022",0
Pando,Series B,"$30,000,000","May 3, 2023",2250000000
Truliv,Pre-Seed,"₹120,000,000","Jun 21, 2023",120000000
NDR Warehousing,Private Equity,"₹5,000,000,000","Jul 3, 2023",5000000000
Tummoc,Seed,"$1,000,000","Jun 22, 2023",75000000
UnivLabs,Non-equity Assistance,—,"Jan 1, 2023",0
DevX,Venture - Series Unknown,"$3,000,000","Apr 24, 2023",225000000
FootLoose Labs,Seed,—,"Dec 11, 2022",0
Hirehike,Pre-Seed,"$1,000,000","Dec 20, 2020",75000000
TradingLeagues,Seed,"$3,500,000","Jun 7, 2023",262500000
GenWise,Seed,"$3,500,000","Apr 12, 2023",262500000
SuperBottoms,Funding Round,—,"Jul 20, 2023",0
Orange Health Labs,Series A,"$10,000,000","Sep 4, 2021",750000000
Bhujialalji,Corporate Round,"₹51,000,000","Jul 19, 2023",51000000
Marksman Technologies,Seed,—,"Mar 10, 2010",0
Disbug,Pre-Seed,"$100,000","May 25, 2023",7500000
Red Fort Capital,Debt Financing,"₹115,000,000","Jun 21, 2023",115000000
Entrepreneur Excel,Seed,—,"Sep 2, 2022",0
Spark Studio,Seed,—,"Mar 20, 2022",0
Waffle House India,Seed,—,"Sep 15, 2022",0
Fairchem Specialty,Post-IPO Equity,"₹1,314,100,000","Jan 1, 2016",1314100000
Indian Institute of Technology Bombay (IIT),Grant,"₹225,000,000","Jul 3, 2023",225000000
Raven,Pre-Seed,"$100,000","Jan 30, 2023",7500000
InsightGig,Pre-Seed,"$100,000","Jan 10, 2023",7500000
Krtya Softwares,Pre-Seed,"$100,000","Mar 30, 2023",7500000
Kommunicate,Seed,"$100,000","Jul 23, 2023",7500000
Material Depot,Seed,"$1,400,000","Mar 28, 2022",105000000
LabaHolic,Pre-Seed,"$110,000","Jun 9, 2023",8250000
Infinite Uptime,Series B,"₹1,560,000,000","May 22, 2023",1560000000
Grouple,Seed,"$60,000","May 30, 2023",4500000
Welspun India,Post-IPO Equity,"₹1,625,000,000","Nov 1, 2021",1625000000
Azure Hospitality,Venture - Series Unknown,"₹650,000,000","Jan 24, 2018",650000000
SeQuent Scientific,Post-IPO Equity,"₹1,300,000,000","Jun 29, 2020",1300000000
Skills Caravan,Seed,—,"Jun 12, 2023",0
Groyyo,Series A,"$28,000,000","Jun 14, 2022",2100000000
AI4Bhārat,Venture - Series Unknown,"$12,000,000","Jul 10, 2023",900000000
Toothsi,Series C,"$40,000,000","May 1, 2022",3000000000
Toddle,Seed,—,"Apr 18, 2021",0
Tingo,Seed,—,"Jan 31, 2022",0
TyrePlex,Series A,—,"Jun 3, 2022",0
Powerplay,Seed,—,"Dec 1, 2020",0
SquadStack,Seed,—,"May 10, 2015",0
Rein Games,Seed,—,"Dec 19, 2018",0
Stamurai,Seed,—,"Jun 28, 2021",0
XFlow,Seed,—,"Jul 1, 2021",0
Remedo Healthcare,Seed,—,"Feb 15, 2022",0
Shuru,Seed,—,"Nov 8, 2021",0
RapidBox,Seed,—,"Mar 3, 2020",0
Shadowfax,Seed,—,"Jun 14, 2015",0
Wobot Intelligence,Seed,—,"Apr 19, 2019",0
The Bread Company,Seed,—,"Mar 8, 2019",0
Workduck,Seed,—,"Jun 18, 2021",0
NeoLiv,Venture - Series Unknown,—,"Jun 30, 2023",0
Veritas Finance,Series C,"₹600,000,000","Oct 1, 2018",600000000
Trinkerr,Pre-Seed,—,"Mar 10, 2021",0
Ripik.AI,Seed,—,"May 15, 2022",0
FlexiLoans,Series B,"$28,000,000","Jun 7, 2022",2100000000
Saarthi.ai,Non-equity Assistance,—,"Aug 20, 2019",0
Infinity Assurance Solutions,Pre-Seed,—,"Mar 16, 2013",0
RetailWorks,Seed,—,"Aug 20, 2015",0
E2E Networks,Pre-Seed,—,"Mar 20, 2020",0
GoCoop,Pre-Seed,—,"Mar 3, 2014",0
Cheq Money,Pre-Seed,"$550,000","Feb 2, 2022",41250000
Shuru,Seed,"$1,000,000","Jun 21, 2022",75000000
Adani Electricity,Private Equity,—,"Jan 1, 2020",0
Stan,Seed,—,"Feb 9, 2023",0
upsurge,Seed,—,"Jun 6, 2022",0
Mimblu,Pre-Seed,—,"Mar 3, 2022",0
Artfine Advisory,Seed,"$250,000","Jan 20, 2023",18750000
Hireavilla,Venture - Series Unknown,—,"Jan 1, 2019",0
PropertyPistol,Series A,"$5,500,000","May 5, 2023",412500000
Sapphire Foods,Secondary Market,"₹4,172,900,000","Jun 27, 2023",4172900000
The biohacker,Funding Round,—,"Jul 11, 2023",0
Full Stack Lawyer LLP,Pre-Seed,"$250,000","Jun 11, 2022",18750000
Eigenlytics,Seed,"$250,000","Jul 27, 2022",18750000
Intelimek Systems,Pre-Seed,"$250,000","Jan 25, 2023",18750000
Cleardekho,Seed,"₹300,000,000","Oct 20, 2021",300000000
AllFive,Seed,"$250,000","Jul 30, 2022",18750000
Xpertifi,Seed,"$250,000","Jul 8, 2022",18750000
Watchyourhealth.com,Seed,"₹185,000,000","Jun 28, 2023",185000000
PayCrunch,Pre-Seed,"$250,000","Dec 9, 2022",18750000
Indus Towers,Private Equity,—,"Jan 1, 2017",0
Flurn,Seed,—,"Jan 1, 2021",0
Mowito,Seed,"$250,000","May 17, 2022",18750000
Jnana Marga Technologies,Seed,"$250,000","Mar 9, 2022",18750000
eHealthFlex,Pre-Seed,"$250,000","May 6, 2022",18750000
Happy60plus Pvt Ltd,Pre-Seed,"$250,000","Nov 5, 2021",18750000
Maddy,Pre-Seed,"$250,000","Mar 21, 2022",18750000
Anur Cloud Technologies,Seed,—,"Jul 3, 2022",0
Zypp Electric,Angel,—,"Oct 1, 2022",0
RaiseToPi,Pre-Seed,"$250,000","Apr 27, 2022",18750000
CampusDunia,Pre-Seed,"$250,000","Nov 25, 2021",18750000
Easy to Pitch,Seed,—,"Jan 1, 2023",0
Colandian,Pre-Seed,"$250,000","Nov 22, 2021",18750000
HnH Salad Bar and Cafe,Seed,—,"Aug 1, 2022",0
WitBlox,Seed,"$250,000","Jan 1, 2022",18750000
WHIDE,Seed,"$250,000","Nov 1, 2021",18750000
Sepio Solutions,Pre-Seed,"$250,000","Dec 1, 2021",18750000
KhetiPoint,Pre-Seed,"$250,000","Nov 1, 2021",18750000
Coding and More,Pre-Seed,"$250,000","Dec 8, 2021",18750000
Tiesta,Seed,"$250,000","Dec 6, 2021",18750000
Happy Soul,Seed,—,"Apr 5, 2022",0
ProcessIT Global Private Limited,Seed,"$250,000","Feb 16, 2022",18750000
myLearn,Pre-Seed,"$250,000","Nov 1, 2021",18750000
SSK EMart,Pre-Seed,"$250,000","Dec 20, 2021",18750000
CredR,Seed,—,"Jun 30, 2015",0
SanKash,Seed,"$250,000","Sep 1, 2021",18750000
NIFLR,Series A,"$250,000","Jul 12, 2021",18750000
One Young India,Pre-Seed,"$250,000","Oct 1, 2021",18750000
Yuva Pay,Seed,—,"Jul 1, 2023",0
Webi7 Digital Media,Pre-Seed,"$250,000","Oct 4, 2021",18750000
DealShare,Series A,—,"Sep 28, 2019",0
Verimployee,Pre-Seed,"$250,000","Nov 1, 2021",18750000
Mool,Pre-Seed,"$250,000","Sep 30, 2021",18750000
Tyke,Seed,—,"Jan 1, 2023",0
YourPhysio,Seed,—,"Dec 30, 2020",0
KonfHub,Seed,"$250,000","Dec 15, 2021",18750000
Hike,Series D,—,"Aug 3, 2021",0
InstaSell,Seed,—,"Feb 2, 2022",0
indiagold,Seed,—,"Apr 14, 2020",0
Rannkly,Seed,"₹1,250,000","Jun 24, 2023",1250000
GIVA,Seed,—,"Dec 24, 2019",0
Lavelle Networks,Corporate Round,—,"Jul 12, 2023",0
Crypso,Seed,—,"Nov 30, 2021",0
Lalo Retail Ventures,Pre-Seed,"$250,000","Oct 8, 2021",18750000
Wundrsight Healthcare,Pre-Seed,—,"Mar 1, 2023",0
Fruitoholic,Pre-Seed,"₹80,000,000","Apr 1, 2021",80000000
HETCASH,Series A,"$2,000,000","Jul 5, 2023",150000000
Fruitoholic,Seed,"₹105,000,000","Jun 30, 2023",105000000
Samosa Party Foods,Series A,—,"Nov 3, 2022",0
Vegh Automobiles,Seed,"₹409,000,000","Jul 4, 2023",409000000
Travel Buddy,Pre-Seed,"$250,000","Feb 22, 2021",18750000
Circle of Life Healthcare,Seed,"$250,000","Jul 23, 2021",18750000
Millet Express,Corporate Round,—,"May 1, 2023",0
OMG LABS,Seed,"$250,000","Feb 21, 2022",18750000
Otipy,Seed,"$1,000,000","Aug 24, 2020",75000000
Hitwicket,Angel,"$300,000","Nov 12, 2015",22500000
NUOS,Pre-Seed,"$250,000","Apr 30, 2021",18750000
Health Basix,Seed,—,"Jun 5, 2023",0
Epocare,Pre-Seed,"$250,000","Sep 1, 2021",18750000
PYT,Pre-Seed,"$250,000","Oct 30, 2021",18750000
Vehiclecare,Seed,—,"Jul 11, 2023",0
Gemini Equipment And Rentals,Private Equity,—,"Jun 14, 2018",0
AVANI,Pre-Seed,—,"Mar 23, 2022",0
Cannarma,Seed,—,"Jun 1, 2023",0
Raksha Health,Seed,—,"Jul 1, 2019",0
Mylab Discovery Solutions,Corporate Round,"₹1,060,000,000","Jun 24, 2023",1060000000
EthosX,Seed,—,"Oct 19, 2022",0
200 Million Artisans,Pre-Seed,—,"Oct 20, 2020",0
HomeLane,Convertible Note,"₹750,000,000","Jun 15, 2023",750000000
WareIQ,Seed,—,"Aug 1, 2022",0
Urban Matrix,Seed,—,"Jan 1, 2019",0
ZOKO,Seed,—,"Jul 1, 2022",0
Avendus Future Leaders,Private Equity,—,"Jan 1, 2016",0
Zingbus,Seed,—,"Jan 1, 2022",0
Chhotastock,Seed,—,"Jan 1, 2023",0
Omnivio,Seed,—,"Jan 1, 2021",0
Arka Aerospace,Venture - Series Unknown,—,"Jan 1, 2019",0
Metalbook,Seed,"$5,000,000","Aug 29, 2022",375000000
BetterPlace,Series C,"$24,000,000","Sep 13, 2021",1800000000
AssetPlus,Seed,—,"Jan 1, 2016",0
Entitled Solutions,Seed,—,"Jan 1, 2019",0
UrbanKisaan,Seed,"$1,500,000","Mar 16, 2020",112500000
Vahan,Seed,—,"Oct 7, 2019",0
Polygenta Technologies,Post-IPO Debt,"₹150,000,000","Jul 21, 2014",150000000
Polygenta Technologies,Post-IPO Equity,"₹70,000,000","Jul 21, 2014",70000000
Maya Labs,Seed,—,"Jul 1, 2022",0
Wizely,Seed,"$1,500,000","Dec 30, 2017",112500000
Mera Gaon,Seed,—,"Apr 1, 2023",0
BALWAAN Agri,Seed,"$2,000,000","May 30, 2023",150000000
Leaf Fintech,Seed,—,"Jan 1, 2017",0
Octexworld Group Of Companies,Private Equity,"₹200,000","Apr 1, 2023",200000
Vahak,Series A,"$13,000,000","Jun 20, 2022",975000000
LikeMinds,Seed,—,"Jan 1, 2020",0
91Squarefeet,Pre-Seed,"$1,000,000","Jan 7, 2022",75000000
COGOS Technologies,Debt Financing,"₹100,000,000","Feb 21, 2023",100000000
LaundryMate,Seed,"₹500,000,000","May 29, 2023",500000000
BIK,Venture - Series Unknown,—,"Apr 1, 2022",0
Eunimart,Seed,"$700,000","Apr 2, 2021",52500000
ZeonAI Labs,Seed,"$100,000","Jun 1, 2023",7500000
Questbook,Series A,"$8,300,000","May 18, 2022",622500000
Vahan,Series A,"$8,000,000","Sep 15, 2021",600000000
ZuAI,Seed,"₹40,000,000","Jul 5, 2023",40000000
Agraga,Series A,"₹700,000,000","May 16, 2023",700000000
Kazam,Non-equity Assistance,—,"Jun 20, 2023",0
Dental Dost,Non-equity Assistance,—,"Jul 4, 2023",0
Kheyti,Venture - Series Unknown,—,"Aug 24, 2020",0
Hike,Venture - Series Unknown,"$14,000,000","Mar 31, 2014",1050000000
Statiq,Seed,"$2,300,000","Nov 7, 2020",172500000
Captiv Techno Solutions,Seed,"$500,000","Aug 26, 2022",37500000
Coforge,Post-IPO Equity,"$381,000,000","Apr 6, 2019",28575000000
Polynomial,Seed,—,"May 11, 2023",0
Tydy,Seed,"$400,000","Dec 1, 2021",30000000
Kreo,Seed,"₹65,000,000","May 23, 2023",65000000
Furlenco,Series C,—,"Sep 17, 2018",0
Vinculum Group,Debt Financing,—,"Jul 25, 2023",0
Rocketium,Seed,"$700,000","May 27, 2019",52500000
Mugafi,Pre-Seed,"$50,000","Aug 8, 2020",3750000
Bridge Healthcare,Seed,—,"Jun 13, 2023",0
Ztop IOT Solutions,Seed,—,"Jun 13, 2023",0
AIQ Connect,Seed,—,"Jun 13, 2023",0
Fontierz,Seed,—,"Jun 13, 2023",0
The Established,Venture - Series Unknown,—,"Jul 24, 2023",0
Dealmoney,Venture - Series Unknown,—,"Jan 1, 2009",0
Drools,Venture - Series Unknown,"₹4,900,000,000","Jun 20, 2023",4900000000
Berry Avionics,Seed,—,"Jun 13, 2023",0
Quicko Media,Pre-Seed,"$2,000","Aug 13, 2022",150000
Recyclebaba,Seed,—,"Jun 13, 2023",0
Origo Commodities,Venture - Series Unknown,"$11,000,000","Oct 1, 2018",825000000
Machenn,Seed,—,"Jun 13, 2023",0
Koo App,Seed,—,"Mar 1, 2020",0
Sattviko,Seed,"₹20,000,000","Feb 25, 2015",20000000
LogiPe,Pre-Seed,—,"Jan 1, 2021",0
Cloudworx,Seed,"$60,000","Oct 13, 2022",4500000
CORR ROBOTICS,Seed,—,"Jun 13, 2023",0
Euphelity,Seed,—,"Jun 13, 2023",0
Tumpudi Automotive,Seed,—,"Jun 13, 2023",0
Aaiena,Seed,—,"Jun 13, 2023",0
SparkLiv Innovation,Seed,—,"Jun 13, 2023",0
GrowPro,Seed,—,"Jun 13, 2023",0
Sahy electric,Seed,—,"Jun 13, 2023",0
Gau Rakshak,Seed,—,"Jun 13, 2023",0
VR Green,Seed,—,"Jun 13, 2023",0
Airbots Aerospace,Seed,—,"Jun 13, 2023",0
Eco365,Seed,—,"Jun 13, 2023",0
Upcycleluxe,Seed,—,"Jun 13, 2023",0
JetsonsRobotics,Seed,—,"Jun 13, 2023",0
Bluegreens,Seed,—,"Jun 13, 2023",0
Dailygurus,Seed,—,"Jun 13, 2023",0
Adhyay,Seed,—,"Jun 13, 2023",0
PedalX,Seed,—,"Jun 13, 2023",0
Educlouds,Seed,—,"Jun 13, 2023",0
Humanli.Ai,Seed,—,"Jun 13, 2023",0
Raytom Medical Systems,Seed,—,"Jun 13, 2023",0
Airtribe,Pre-Seed,—,"May 1, 2021",0
Larkai Healthcare,Seed,—,"Jan 1, 2021",0
Neuphony,Seed,—,"Jun 20, 2023",0
Arohan Financial,Venture - Series Unknown,"₹2,000,000,000","Jul 3, 2023",2000000000
Sri Kannapiran Mills,Debt Financing,"₹200,000,000","Jul 4, 2023",200000000
Respct,Pre-Seed,—,"Jun 30, 2022",0
Varashakti Housing Finance,Series A,"₹350,000,000","Jul 24, 2023",350000000
Haqdarshak,Seed,—,"Apr 25, 2023",0
Starya,Seed,"$2,000,000","Jun 19, 2023",150000000
Capital Small Finance Bank,Corporate Round,"₹495,000,000","Jun 19, 2023",495000000
Better Opinions,Seed,"₹200,000,000","Jul 22, 2022",200000000
Pura Organic Agro Tech,Grant,"$225,250","Aug 6, 2021",16893750
Federal Bank,Post-IPO Equity,"₹9,590,000,000","Jul 21, 2023",9590000000
Akudo,Seed,"₹310,000,000","Sep 27, 2021",310000000
Respct,Pre-Seed,—,"Sep 9, 2022",0
Alpha5,Seed,—,"Apr 1, 2020",0
Roots Ventures,Seed,—,"Dec 10, 2019",0
Memory,Seed,"$700,000","Jun 9, 2023",52500000
MyHealthcare,Series A,—,"Nov 6, 2019",0
Skylark Drones,Pre-Seed,—,"Jul 3, 2023",0
Mannjal,Pre-Seed,—,"Jan 1, 2023",0
